country,Date,Until,Headline,Description,Sources,MostPeaceful2023GPI
SO,2004.0,,Murusade and Duduble subclans clash over water well in Somalia,"Murusade subclan and Duduble subclan clash over a water well, with 23 fatalities. Separately, a dispute between the Dir and Marehan clans over control of water and grazing lands in Heraale leads to a death in October.",Puntland Development Research Centre (PDRC) 2014,3.036
SO,2003.0,,Sa'ad and Dir clans fight over water and grazing in Somalia,"Two days of heavy fighting in Mudug region of Somalia leave at least 43 people dead and over 90 injured. The fighting breaks out between the Sa'ad, Habar Gedir subclan and the Dir, and is concentrated in and around the villages of Towfiq and Awle, some 200 km east of Galkayo. As with the 2002 events, the clashes are triggered by revenge killings but the ensuing escalation of violence is also attributed to disagreements over water and grazing in the area.",Puntland Development Research Centre (PDRC) 2014,3.036
SO,2002.0,,Inter-clan fighting of the Mudug region in Somalia occurs over resource scarcity,"January 2002. About 40 people are killed and 60 wounded in inter-clan fighting in the Mudug region of central Somalia. The violence is sparked by revenge killings over the deaths of eight fisherman, but a local elder, Muhammad Salad Du'ale, attributes the ongoing violence to the scarcity of water and grazing.",Puntland Development Research Centre (PDRC) 2014,3.036
BF,2012.0,,Water clash on border of Mali and Burkina Faso,"A clash along the border between Dogon villagers from Mali and nomadic Fulani herders from Burkina Faso kills at least 30 people, after an earlier agreement to share water and pasture land was revoked. Chaos following a military coup in March is partly responsible for the breakdown in law and order in Mali.",Xinhua News 2012a,2.868
BF,2007.0,,Conflicts in Burkina Faso,"Declining rainfall has led to growing fights between animal herders and farmers with competing needs. In August, 2007 people are forced to flee their homes by fighting in Zounweogo province.",UN Office for the Coordination of Humanitarian Affairs (UNOCHA) 2007,2.868
KG,2018.0,,Clashes expand between Tajik and Kyrgyz farmers over irrigation water,"Clashes between farmers over irrigation water across the Tajikistan-Kyrgyzstan border escalate, with at least two instances involving armed guards to defuse the fights. One fight started over the installation of a water pump.",Arnold 2018,2.11
KG,2014.0,,Violence over access to water between neighbors in Kyrgyzstan leaves one dead,In Kyrgyzstan an Uzbek farmer is killed by his Kyrgyz neighbor who reportedly attacks him over access to irrigation water.,Arnold 2018,2.11
KG,2012.0,,Escalating rhetoric over dams in central Asia,"Tensions escalate over two proposed dams in central Asia: Kambarata-1 in Kyrgyzstan and the Rogun Dam in Tajikistan. These dams could affect water supplies in the downstream nations of Uzbekistan, Turkmenistan, and Kazakhstan. Uzbekistan's president, Islam Karimov, says the dams could cause ""not just serious confrontation, but even wars.""","Economist, The 2012",2.11
KG,2013.0,,Kyrgyz villagers block canal at border,A water and land dispute between villagers living on the border between Kazakhstan and Kyrgyzstan escalates when Kyrgyz villages block a canal to prevent water flowing to farmers on the Kazakh side of the border.,Lillis 2013,2.11
KG,2000.0,,Central Asian nations cut off water to neighbors,Kyrgyzstan cuts off water to Kazakhstan until coal is delivered; Uzbekistan cuts off water to Kazakhstan for non-payment of debt.,Pannier 2000,2.11
KG,2014.0,,Kyrgyzstan and Tajikistan security clash over border dispute,"Security forces in Kyrgyzstan and Tajikistan clash over a border dispute. Among the targets of the violence, which leave security forces wounded on both sides, are a small dam and electricity substation inside Kyrgyzstan. The local grievances include disputes over access to pasture and water resources.",Trilling 2014,2.11
KG,2008.0,,Confrontations occur along border of Kyrgyzstan and Tajikistan over water resources,Disputes over unclear borders and poor communications lead to a series of confrontations over water resources in a border area of Kyrgyzstan and Tajikistan. The confrontations with Kyrgyz border guards occur when villagers from Isfara Tajikistan cross into the southern Batken district of Kyrgyzstan to remove a dam blocking an irrigation canal preventing water from reaching the Tajik village of Hoja Alo. The dam is located in an area where the boundary line between the two states has not been agreed. Actions by Kyrgyzstan cut off irrigation water to Tajikistan during the spring growing season.,Kadykeev 2008,2.11
KG,1990.0,,Violence over water competition kills 300 along Uzbekistan border,"The Fergana Valley, shared by these three countries, is especially vulnerable to violent eruptions over water and ethnicity. In 1990 an outbreak of violence in the Kyrgyz town of Osh on the border with Uzbekistan claims over 300 lives. The violence is provoked by competition for water, limited arable land, and ethnic tensions.",Khamidov 2001,2.11
KG,2001.0,,Kyrgyzstan charges downstream countries for water,"In June 2001, the Kyrgyz parliament adopts a law classifying water as a commodity and announces that downstream countries would be charged for water. In response, Uzbekistan cuts off all deliveries of natural gas to Kyrgyzstan and accuses Kyrgyzstan of failing to honor an agreement to provide Uzbekistan with water in return for oil and gas.",Hogan 2000a,2.11
KG,1997.0,,Uzbekistani troops guard reservoirs along border,"Continued serious water tensions between Kyrgyzstan and Uzbekistan lead to the deployment of 130,000 Uzbekistani troops on the Kyrgyz border to guard reservoirs straddling the two countries. Uzbekistan accuses Kyrgyzstan of releasing too much water from the Toktogul reservoir. Kyrgyzstan, through media leak, hints that in case the reservoir would be blown up, the resulting flood would sweep away Uzbekistan's Ferghana and Zeravshan Valleys.",Votrin 2003,2.11
KG,1999.0,,Tajikistan releases water from Kairakum reservoir,"In summer 1999, Tajikistan releases 700 million cubic meters of water from the Kairakum reservoir without warning its downstream neighbors. Among other effects, this cuts water to cotton crops in southern Kazakhstan, causing significant losses to farmers. At the same time, Kyrgyzstan cuts flows to southern Kazakhstan in retaliation for Kazakhstan's failure to supply coal under barter agreements.",Hogan 2000b,2.11
CZ,1992.0,,Hungary and Czechoslovakia dispute over Danube,"Hungary abrogates a 1977 treaty with Czechoslovakia concerning construction of the Gab??kovo?Nagymaros project based on environmental concerns. Slovakia continues construction unilaterally, completes the dam, and diverts the Danube into a canal inside the Slovakian republic. Massive public protest and movement of military to the border ensue; issue taken to the International Court of Justice.",Gleick 1993,1.379
TL,1999.0,,Indonesian militia dump bodies in wells in East Timor,Militia opposing East Timor independence kills pro-independence supporters and throws bodies in water well.,British Broadcasting Corporation (BBC) 1999,1.796
ER,1998.0,,War between Eritrea and Ethiopia includes destruction of water systems,"During the war with Ethiopia in 1998, many water supply systems in the mountainous region of Debub and Gash Barka in Eritrea are destroyed.",International Committee of the Red Cross (ICRC) 2009,2.505
ER,2000.0,,Water storage facility is destroyed,"Eritrea accuses Ethiopia of bombing the Red Sea port at Assab, saying several bombs are dropped on Assab, destroying a water storage facility on the outskirts of the town.",Raleigh et al N.D. I.D. 5267507,2.505
ID,2016.0,,Bombs detonated at hydroelectric power plant in East Java,"Several explosive devices detonate at a hydroelectic power plant in Biltar, East Java, Indonesia.",Jakarta Globe 2016,1.829
ID,1999.0,,Indonesian militia dump bodies in wells in East Timor,Militia opposing East Timor independence kills pro-independence supporters and throws bodies in water well.,British Broadcasting Corporation (BBC) 1999,1.829
ID,2013.0,,Five killed at protest against lack of water at Indonesian prison,"Protests against the lack of water and other basic resources at a prison in Medan, Indonesia leave five dead. Hundreds of convicts escape after the inmates set fire to the prison.",Hariyadi 2013,1.829
ID,2012.0,,Indonesian mobs battle over water source,"Violence over access to a water source in Maluku, Indonesia. Rival mobs from two villages attack one another ""with sharp weapons, guns and explosives"" causing several deaths and injuries.",Antara 2012,1.829
ID,2012.0,,Assailants open fire on security personnel escorting a water tanker convoy,"Assailants open fire on security personnel escorting a Freeport Indonesia water tanker convoy in Mimika district, Papua province, Indonesia. There are no reported casualties, but the vehicles are damaged. This is one of two coordinated attacks on this convoy on this day, neither of which are claimed by any group.","National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201204140023, National Consortium fo",1.829
BD,2017.0,,Clashes over the ecological impacts of a proposed coal plant on aquatic ecosystems and fisheries,Protesters take to the streets in the center of Dhaka and more than 50 are injured in clashes over the potential ecological impacts of a proposed coal plant on aquatic ecosystems and fisheries. These actions follow on protests from 2016.,"Schneider 2016a, Paul 2017",2.051
BD,2003.0,,Armed cadres kill Bangladesh Nationalist Party workers over resource dispute,"Suspected armed cadres of the Purbo Banglar Communist Party (PBCP) kill six Bangladesh Nationalist Party (BNP) workers at Naidighee village in Naogaon, on April 25. According to police sources, the incident appears to be a continuation of a long-standing dispute over nine government water reservoirs and khas (farming) land in the village.",South Asian Intelligence Review 2003,2.051
